uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
MG,OUTRAS,VIA_PUBLICA,"30 - 39",F,11
MG,OUTRAS,VIA_PUBLICA,"30 - 39",M,54
MG,COVID,DOMICILIO,"30 - 39",F,12
MG,COVID,DOMICILIO,"30 - 39",M,6
MG,COVID,HOSPITAL,"30 - 39",F,335
MG,COVID,HOSPITAL,"30 - 39",M,444
MG,COVID,IGNORADO,"30 - 39",F,4
MG,COVID,IGNORADO,"30 - 39",M,9
MG,COVID,OUTRO,"30 - 39",F,1
MG,COVID,OUTRO,"30 - 39",M,1
MG,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,18
MG,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,27
MG,INDETERMINADA,DOMICILIO,"30 - 39",F,6
MG,INDETERMINADA,DOMICILIO,"30 - 39",M,13
MG,INDETERMINADA,HOSPITAL,"30 - 39",F,3
MG,INDETERMINADA,HOSPITAL,"30 - 39",M,5
MG,INDETERMINADA,IGNORADO,"30 - 39",M,2
MG,INDETERMINADA,OUTRO,"30 - 39",M,2
MG,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,6
MG,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,3
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,1
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,8
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,28
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,26
MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"30 - 39",F,1
MG,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,1
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,3
MG,PNEUMONIA,DOMICILIO,"30 - 39",F,1
MG,PNEUMONIA,DOMICILIO,"30 - 39",M,2
MG,PNEUMONIA,HOSPITAL,"30 - 39",F,29
MG,PNEUMONIA,HOSPITAL,"30 - 39",M,60
MG,PNEUMONIA,IGNORADO,"30 - 39",M,1
MG,PNEUMONIA,OUTRO,"30 - 39",F,1
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,4
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,4
MG,SEPTICEMIA,DOMICILIO,"30 - 39",F,1
MG,SEPTICEMIA,DOMICILIO,"30 - 39",M,2
MG,SEPTICEMIA,HOSPITAL,"30 - 39",F,57
MG,SEPTICEMIA,HOSPITAL,"30 - 39",M,95
MG,SEPTICEMIA,IGNORADO,"30 - 39",M,2
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,3
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,7
MG,SRAG,DOMICILIO,"30 - 39",F,1
MG,SRAG,HOSPITAL,"30 - 39",F,5
MG,SRAG,HOSPITAL,"30 - 39",M,7
MG,SRAG,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
MG,SRAG,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
MS,OUTRAS,DOMICILIO,"30 - 39",F,10
MS,OUTRAS,DOMICILIO,"30 - 39",M,26
MS,OUTRAS,HOSPITAL,"30 - 39",F,39
MS,OUTRAS,HOSPITAL,"30 - 39",M,42
MS,OUTRAS,OUTRO,"30 - 39",F,4
MS,OUTRAS,OUTRO,"30 - 39",M,10
MS,OUTRAS,POSTO_SAUDE,"30 - 39",M,1
MS,OUTRAS,VIA_PUBLICA,"30 - 39",F,3
MS,OUTRAS,VIA_PUBLICA,"30 - 39",M,17
MS,COVID,DOMICILIO,"30 - 39",M,1
MS,COVID,HOSPITAL,"30 - 39",F,73
MS,COVID,HOSPITAL,"30 - 39",M,101
MS,INDETERMINADA,DOMICILIO,"30 - 39",F,2
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,1
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,1
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,8
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,3
MS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",F,1
MS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,2
MS,PNEUMONIA,DOMICILIO,"30 - 39",F,1
MS,PNEUMONIA,DOMICILIO,"30 - 39",M,3
MS,PNEUMONIA,HOSPITAL,"30 - 39",F,8
MS,PNEUMONIA,HOSPITAL,"30 - 39",M,18
MS,SEPTICEMIA,HOSPITAL,"30 - 39",F,14
MS,SEPTICEMIA,HOSPITAL,"30 - 39",M,8
MS,SRAG,HOSPITAL,"30 - 39",F,1
MS,SRAG,HOSPITAL,"30 - 39",M,2
MT,OUTRAS,DOMICILIO,"30 - 39",F,2
MT,OUTRAS,DOMICILIO,"30 - 39",M,10
MT,OUTRAS,HOSPITAL,"30 - 39",F,23
MT,OUTRAS,HOSPITAL,"30 - 39",M,27
MT,OUTRAS,IGNORADO,"30 - 39",F,20
MT,OUTRAS,IGNORADO,"30 - 39",M,52
MT,OUTRAS,OUTRO,"30 - 39",F,2
MT,OUTRAS,OUTRO,"30 - 39",M,4
MT,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
MT,OUTRAS,VIA_PUBLICA,"30 - 39",F,1
MT,OUTRAS,VIA_PUBLICA,"30 - 39",M,11
MT,COVID,AMBULANCIA,"30 - 39",M,1
MT,COVID,DOMICILIO,"30 - 39",M,1
MT,COVID,HOSPITAL,"30 - 39",F,51
MT,COVID,HOSPITAL,"30 - 39",M,82
MT,COVID,IGNORADO,"30 - 39",F,39
MT,COVID,IGNORADO,"30 - 39",M,90
MT,COVID,OUTRO,"30 - 39",F,3
MT,COVID,OUTRO,"30 - 39",M,1
MT,INDETERMINADA,IGNORADO,"30 - 39",F,3
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,1
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,5
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"30 - 39",F,3
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"30 - 39",M,5
MT,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",F,1
MT,PNEUMONIA,HOSPITAL,"30 - 39",F,3
MT,PNEUMONIA,HOSPITAL,"30 - 39",M,9
MT,PNEUMONIA,IGNORADO,"30 - 39",F,8
MT,PNEUMONIA,IGNORADO,"30 - 39",M,4
MT,PNEUMONIA,VIA_PUBLICA,"30 - 39",M,1
MT,SEPTICEMIA,HOSPITAL,"30 - 39",F,5
MT,SEPTICEMIA,HOSPITAL,"30 - 39",M,2
MT,SEPTICEMIA,IGNORADO,"30 - 39",F,9
MT,SEPTICEMIA,IGNORADO,"30 - 39",M,7
PA,OUTRAS,DOMICILIO,"30 - 39",F,29
PA,OUTRAS,DOMICILIO,"30 - 39",M,29
PA,OUTRAS,HOSPITAL,"30 - 39",F,39
PA,OUTRAS,HOSPITAL,"30 - 39",M,67
PA,OUTRAS,IGNORADO,"30 - 39",M,2
PA,OUTRAS,OUTRO,"30 - 39",F,3
PA,OUTRAS,OUTRO,"30 - 39",M,25
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,3
PA,OUTRAS,VIA_PUBLICA,"30 - 39",F,9
PA,OUTRAS,VIA_PUBLICA,"30 - 39",M,29
PA,COVID,DOMICILIO,"30 - 39",F,1
PA,COVID,DOMICILIO,"30 - 39",M,2
PA,COVID,HOSPITAL,"30 - 39",F,64
PA,COVID,HOSPITAL,"30 - 39",M,104
PA,COVID,OUTRO,"30 - 39",F,1
PA,COVID,OUTRO,"30 - 39",M,1
PA,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,3
PA,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,5
PA,INDETERMINADA,DOMICILIO,"30 - 39",M,1
PA,INDETERMINADA,HOSPITAL,"30 - 39",F,1
PA,INDETERMINADA,OUTRO,"30 - 39",M,1
PA,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,1
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,2
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,16
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,14
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
PA,PNEUMONIA,DOMICILIO,"30 - 39",F,1
PA,PNEUMONIA,DOMICILIO,"30 - 39",M,1
PA,PNEUMONIA,HOSPITAL,"30 - 39",F,15
PA,PNEUMONIA,HOSPITAL,"30 - 39",M,23
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
PA,SEPTICEMIA,HOSPITAL,"30 - 39",F,19
PA,SEPTICEMIA,HOSPITAL,"30 - 39",M,25
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
PA,SRAG,HOSPITAL,"30 - 39",F,4
PA,SRAG,OUTRO,"30 - 39",M,1
PA,SRAG,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
PA,SRAG,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
PB,OUTRAS,DOMICILIO,"30 - 39",F,12
PB,OUTRAS,DOMICILIO,"30 - 39",M,37
PB,OUTRAS,HOSPITAL,"30 - 39",F,33
PB,OUTRAS,HOSPITAL,"30 - 39",M,54
PB,OUTRAS,IGNORADO,"30 - 39",M,1
PB,OUTRAS,OUTRO,"30 - 39",F,2
PB,OUTRAS,OUTRO,"30 - 39",M,10
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,3
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,4
PB,OUTRAS,VIA_PUBLICA,"30 - 39",F,1
PB,OUTRAS,VIA_PUBLICA,"30 - 39",M,9
PB,COVID,DOMICILIO,"30 - 39",M,3
PB,COVID,HOSPITAL,"30 - 39",F,51
PB,COVID,HOSPITAL,"30 - 39",M,91
PB,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
PB,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
PB,INDETERMINADA,DOMICILIO,"30 - 39",F,1
PB,INDETERMINADA,DOMICILIO,"30 - 39",M,3
PB,INDETERMINADA,OUTRO,"30 - 39",M,2
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,6
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,6
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,9
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
PB,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,1
PB,PNEUMONIA,HOSPITAL,"30 - 39",F,6
PB,PNEUMONIA,HOSPITAL,"30 - 39",M,19
PB,SEPTICEMIA,DOMICILIO,"30 - 39",M,2
PB,SEPTICEMIA,HOSPITAL,"30 - 39",F,16
PB,SEPTICEMIA,HOSPITAL,"30 - 39",M,19
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
PB,SRAG,HOSPITAL,"30 - 39",M,1
PE,OUTRAS,DOMICILIO,"30 - 39",F,43
PE,OUTRAS,DOMICILIO,"30 - 39",M,79
PE,OUTRAS,HOSPITAL,"30 - 39",F,100
PE,OUTRAS,HOSPITAL,"30 - 39",M,152
PE,OUTRAS,IGNORADO,"30 - 39",F,1
PE,OUTRAS,IGNORADO,"30 - 39",M,4
PE,OUTRAS,OUTRO,"30 - 39",F,5
PE,OUTRAS,OUTRO,"30 - 39",M,39
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,5
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,16
PE,OUTRAS,VIA_PUBLICA,"30 - 39",F,9
PE,OUTRAS,VIA_PUBLICA,"30 - 39",M,77
PE,COVID,DOMICILIO,"30 - 39",F,2
PE,COVID,DOMICILIO,"30 - 39",M,1
PE,COVID,HOSPITAL,"30 - 39",F,99
PE,COVID,HOSPITAL,"30 - 39",M,128
PE,COVID,OUTRO,"30 - 39",M,1
PE,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
PE,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,7
PE,COVID,VIA_PUBLICA,"30 - 39",F,1
PE,INDETERMINADA,DOMICILIO,"30 - 39",F,1
PE,INDETERMINADA,DOMICILIO,"30 - 39",M,4
PE,INDETERMINADA,HOSPITAL,"30 - 39",F,2
PE,INDETERMINADA,HOSPITAL,"30 - 39",M,3
PE,INDETERMINADA,OUTRO,"30 - 39",M,1
PE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,1
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,4
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,14
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,11
PE,PNEUMONIA,HOSPITAL,"30 - 39",F,13
PE,PNEUMONIA,HOSPITAL,"30 - 39",M,26
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
PE,SEPTICEMIA,DOMICILIO,"30 - 39",M,2
PE,SEPTICEMIA,HOSPITAL,"30 - 39",F,46
PE,SEPTICEMIA,HOSPITAL,"30 - 39",M,57
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
PE,SRAG,DOMICILIO,"30 - 39",M,3
PE,SRAG,HOSPITAL,"30 - 39",F,17
PE,SRAG,HOSPITAL,"30 - 39",M,33
PE,SRAG,OUTROS_SERVICOS_SAUDE,"30 - 39",M,3
PE,SRAG,VIA_PUBLICA,"30 - 39",F,1
PI,OUTRAS,DOMICILIO,"30 - 39",F,9
PI,OUTRAS,DOMICILIO,"30 - 39",M,19
PI,OUTRAS,HOSPITAL,"30 - 39",F,9
PI,OUTRAS,HOSPITAL,"30 - 39",M,17
PI,OUTRAS,OUTRO,"30 - 39",F,1
PI,OUTRAS,OUTRO,"30 - 39",M,6
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
PI,OUTRAS,VIA_PUBLICA,"30 - 39",M,4
PI,COVID,DOMICILIO,"30 - 39",M,1
PI,COVID,HOSPITAL,"30 - 39",F,20
PI,COVID,HOSPITAL,"30 - 39",M,35
PI,COVID,OUTRO,"30 - 39",M,2
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,3
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,4
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,8
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,4
PI,PNEUMONIA,HOSPITAL,"30 - 39",F,4
PI,PNEUMONIA,HOSPITAL,"30 - 39",M,3
PI,SEPTICEMIA,HOSPITAL,"30 - 39",F,4
PI,SEPTICEMIA,HOSPITAL,"30 - 39",M,7
PI,SRAG,HOSPITAL,"30 - 39",M,1
PR,OUTRAS,DOMICILIO,"30 - 39",F,27
PR,OUTRAS,DOMICILIO,"30 - 39",M,114
PR,OUTRAS,HOSPITAL,"30 - 39",F,94
PR,OUTRAS,HOSPITAL,"30 - 39",M,153
PR,OUTRAS,IGNORADO,"30 - 39",M,1
PR,OUTRAS,OUTRO,"30 - 39",F,4
PR,OUTRAS,OUTRO,"30 - 39",M,55
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,6
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,15
PR,OUTRAS,VIA_PUBLICA,"30 - 39",F,8
PR,OUTRAS,VIA_PUBLICA,"30 - 39",M,63
PR,COVID,DOMICILIO,"30 - 39",F,2
PR,COVID,DOMICILIO,"30 - 39",M,6
PR,COVID,HOSPITAL,"30 - 39",F,206
PR,COVID,HOSPITAL,"30 - 39",M,363
PR,COVID,OUTRO,"30 - 39",F,3
PR,COVID,OUTRO,"30 - 39",M,6
PR,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,10
PR,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,8
PR,COVID,VIA_PUBLICA,"30 - 39",F,1
PR,COVID,VIA_PUBLICA,"30 - 39",M,1
PR,INDETERMINADA,DOMICILIO,"30 - 39",F,1
PR,INDETERMINADA,DOMICILIO,"30 - 39",M,4
PR,INDETERMINADA,HOSPITAL,"30 - 39",F,1
PR,INDETERMINADA,OUTRO,"30 - 39",M,1
PR,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,1
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,1
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,10
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,26
PR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,1
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
PR,PNEUMONIA,DOMICILIO,"30 - 39",M,2
PR,PNEUMONIA,HOSPITAL,"30 - 39",F,20
PR,PNEUMONIA,HOSPITAL,"30 - 39",M,23
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,3
PR,SEPTICEMIA,DOMICILIO,"30 - 39",M,1
PR,SEPTICEMIA,HOSPITAL,"30 - 39",F,35
PR,SEPTICEMIA,HOSPITAL,"30 - 39",M,46
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
PR,SRAG,HOSPITAL,"30 - 39",F,5
PR,SRAG,HOSPITAL,"30 - 39",M,6
RJ,OUTRAS,DOMICILIO,"30 - 39",F,58
RJ,OUTRAS,DOMICILIO,"30 - 39",M,105
RJ,OUTRAS,HOSPITAL,"30 - 39",F,211
RJ,OUTRAS,HOSPITAL,"30 - 39",M,278
RJ,OUTRAS,IGNORADO,"30 - 39",F,2
RJ,OUTRAS,IGNORADO,"30 - 39",M,1
RJ,OUTRAS,OUTRO,"30 - 39",F,9
RJ,OUTRAS,OUTRO,"30 - 39",M,47
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,46
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,74
RJ,OUTRAS,VIA_PUBLICA,"30 - 39",F,6
RJ,OUTRAS,VIA_PUBLICA,"30 - 39",M,47
RJ,COVID,DOMICILIO,"30 - 39",F,2
RJ,COVID,HOSPITAL,"30 - 39",F,268
RJ,COVID,HOSPITAL,"30 - 39",I,1
RJ,COVID,HOSPITAL,"30 - 39",M,364
RJ,COVID,OUTRO,"30 - 39",M,1
RJ,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,22
RJ,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,31
RJ,COVID,VIA_PUBLICA,"30 - 39",F,1
RJ,INDETERMINADA,DOMICILIO,"30 - 39",F,4
RJ,INDETERMINADA,DOMICILIO,"30 - 39",M,3
RJ,INDETERMINADA,HOSPITAL,"30 - 39",M,2
RJ,INDETERMINADA,OUTRO,"30 - 39",M,2
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,4
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,1
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,3
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,26
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,34
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",F,1
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,1
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,11
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,6
RJ,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,1
RJ,PNEUMONIA,HOSPITAL,"30 - 39",F,43
RJ,PNEUMONIA,HOSPITAL,"30 - 39",M,55
RJ,PNEUMONIA,IGNORADO,"30 - 39",F,1
RJ,PNEUMONIA,OUTRO,"30 - 39",M,3
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,14
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,7
RJ,PNEUMONIA,VIA_PUBLICA,"30 - 39",F,2
RJ,PNEUMONIA,VIA_PUBLICA,"30 - 39",M,1
RJ,SEPTICEMIA,DOMICILIO,"30 - 39",F,1
RJ,SEPTICEMIA,DOMICILIO,"30 - 39",M,1
RJ,SEPTICEMIA,HOSPITAL,"30 - 39",F,72
RJ,SEPTICEMIA,HOSPITAL,"30 - 39",M,72
RJ,SEPTICEMIA,OUTRO,"30 - 39",M,1
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,9
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,12
RJ,SRAG,HOSPITAL,"30 - 39",F,11
RJ,SRAG,HOSPITAL,"30 - 39",M,8
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
RN,OUTRAS,DOMICILIO,"30 - 39",F,7
RN,OUTRAS,DOMICILIO,"30 - 39",M,18
RN,OUTRAS,HOSPITAL,"30 - 39",F,22
RN,OUTRAS,HOSPITAL,"30 - 39",M,33
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
RN,OUTRAS,VIA_PUBLICA,"30 - 39",F,2
RN,OUTRAS,VIA_PUBLICA,"30 - 39",M,16
RN,COVID,DOMICILIO,"30 - 39",F,1
RN,COVID,DOMICILIO,"30 - 39",M,2
RN,COVID,HOSPITAL,"30 - 39",F,54
RN,COVID,HOSPITAL,"30 - 39",M,52
RN,COVID,IGNORADO,"30 - 39",F,1
RN,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
RN,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
RN,INDETERMINADA,DOMICILIO,"30 - 39",M,1
RN,INDETERMINADA,HOSPITAL,"30 - 39",M,1
RN,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,1
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,3
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,6
RN,PNEUMONIA,DOMICILIO,"30 - 39",F,3
RN,PNEUMONIA,HOSPITAL,"30 - 39",F,3
RN,PNEUMONIA,HOSPITAL,"30 - 39",M,10
RN,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
RN,SEPTICEMIA,DOMICILIO,"30 - 39",F,1
RN,SEPTICEMIA,HOSPITAL,"30 - 39",F,11
RN,SEPTICEMIA,HOSPITAL,"30 - 39",M,9
RN,SEPTICEMIA,OUTRO,"30 - 39",F,1
RN,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
RN,SEPTICEMIA,VIA_PUBLICA,"30 - 39",M,1
RN,SRAG,HOSPITAL,"30 - 39",F,2
RN,SRAG,HOSPITAL,"30 - 39",M,2
RN,SRAG,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
RO,OUTRAS,DOMICILIO,"30 - 39",F,6
RO,OUTRAS,DOMICILIO,"30 - 39",M,17
RO,OUTRAS,HOSPITAL,"30 - 39",F,11
RO,OUTRAS,HOSPITAL,"30 - 39",M,21
RO,OUTRAS,OUTRO,"30 - 39",M,9
RO,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
RO,OUTRAS,VIA_PUBLICA,"30 - 39",F,3
RO,OUTRAS,VIA_PUBLICA,"30 - 39",M,17
RO,COVID,DOMICILIO,"30 - 39",F,1
RO,COVID,HOSPITAL,"30 - 39",F,69
RO,COVID,HOSPITAL,"30 - 39",M,97
RO,COVID,IGNORADO,"30 - 39",M,1
RO,COVID,OUTRO,"30 - 39",F,1
RO,COVID,OUTRO,"30 - 39",M,1
RO,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
RO,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,3
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,5
RO,PNEUMONIA,HOSPITAL,"30 - 39",F,4
RO,PNEUMONIA,HOSPITAL,"30 - 39",M,4
RO,SEPTICEMIA,HOSPITAL,"30 - 39",F,6
RO,SEPTICEMIA,HOSPITAL,"30 - 39",M,7
RO,SRAG,HOSPITAL,"30 - 39",M,2
RR,OUTRAS,DOMICILIO,"30 - 39",F,1
RR,OUTRAS,DOMICILIO,"30 - 39",M,3
RR,OUTRAS,HOSPITAL,"30 - 39",F,6
RR,OUTRAS,HOSPITAL,"30 - 39",M,14
RR,OUTRAS,OUTRO,"30 - 39",M,1
RR,OUTRAS,VIA_PUBLICA,"30 - 39",M,3
RR,COVID,HOSPITAL,"30 - 39",F,20
RR,COVID,HOSPITAL,"30 - 39",M,19
RR,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
RR,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,1
RR,PNEUMONIA,HOSPITAL,"30 - 39",F,2
RR,PNEUMONIA,HOSPITAL,"30 - 39",M,1
RR,SEPTICEMIA,HOSPITAL,"30 - 39",F,2
RS,OUTRAS,DOMICILIO,"30 - 39",F,41
RS,OUTRAS,DOMICILIO,"30 - 39",M,53
RS,OUTRAS,HOSPITAL,"30 - 39",F,103
RS,OUTRAS,HOSPITAL,"30 - 39",M,114
RS,OUTRAS,IGNORADO,"30 - 39",F,4
RS,OUTRAS,IGNORADO,"30 - 39",M,5
RS,OUTRAS,OUTRO,"30 - 39",F,5
RS,OUTRAS,OUTRO,"30 - 39",M,13
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,6
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,14
RS,OUTRAS,VIA_PUBLICA,"30 - 39",F,2
RS,OUTRAS,VIA_PUBLICA,"30 - 39",M,12
RS,COVID,DOMICILIO,"30 - 39",F,2
RS,COVID,DOMICILIO,"30 - 39",M,9
RS,COVID,HOSPITAL,"30 - 39",F,253
RS,COVID,HOSPITAL,"30 - 39",M,326
